timestamp,price,currency
"Fri, 03 Jan 2025 21:26:31 GMT",98218.585,USD
"Fri, 03 Jan 2025 21:27:07 GMT",98190.915,USD
"Fri, 03 Jan 2025 21:27:30 GMT",98193.995,USD
"Fri, 03 Jan 2025 21:27:57 GMT",98218.345,USD
"Fri, 03 Jan 2025 21:28:31 GMT",98219.825,USD
"Fri, 03 Jan 2025 21:29:30 GMT",98231.725,USD
"Fri, 03 Jan 2025 21:30:02 GMT",98239.995,USD
"Fri, 03 Jan 2025 21:30:30 GMT",98230.975,USD
